Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1989:Q3,TopPt1,1795946,335070,139465,195605,1460876,133504,36546,275585,185132,90453,74328,68379,5948,296052,13670,1469,19975,15008,590057,4682,42806,42340,14079,21058,361,6843,466,1753140,103646,7764974
1989:Q3,RemainingTop1,2996822,649423,485774,163649,2347399,399421,73407,238824,219088,19736,51674,39017,12658,581114,33813,12921,76925,146661,718174,14464,81950,80438,61398,4868,818,13354,1512,2914872,826161,2302167
1989:Q3,Next9,8239317,2427643,2010174,417469,5811673,1128059,146610,398202,358952,39250,127203,45724,81479,807822,105959,158285,290398,1570385,1020405,58346,472424,467683,365639,58952,1269,41824,4740,7766893,8364775,487166
1989:Q3,Next40,8847451,4183345,3428522,754823,4664106,1132436,98690,143811,134175,9635,39243,15375,23867,354717,163490,141960,257853,1621780,600605,109522,1558867,1551550,1153156,355022,1336,42035,7317,7288584,37205581,65851
1989:Q3,Bottom50,1709022,1193869,829235,364634,515153,163048,7391,13098,12498,600,1418,367,1051,23490,43259,14196,40040,128496,40382,40336,996727,994786,616883,344306,748,32849,1940,712295,46519939,
1989:Q4,TopPt1,1849933,351618,153589,198029,1498316,137326,40730,276671,187081,89590,80714,73687,7027,309488,13874,1351,19473,17632,596317,4741,40798,40284,13416,19562,351,6955,514,1809136,102451,
1989:Q4,RemainingTop1,3064691,670417,507178,163239,2394274,398049,76864,244118,221600,22518,56840,42980,13859,593094,33993,13842,79799,156921,726145,14609,88125,86422,65173,5932,786,14531,1703,2976566,829660,
1989:Q4,Next9,8388855,2474844,2059520,415324,5914010,1139941,151956,401571,360088,41483,133848,52235,81614,826944,110844,163743,304408,1589516,1031711,59527,490953,485963,379005,63408,1226,42325,4990,7897902,8388094,
1989:Q4,Next40,9009034,4220482,3447484,772998,4788551,1157903,100250,145276,133690,11586,41534,17302,24232,370257,168705,147943,269814,1673397,601854,111617,1581878,1574414,1170151,361401,1280,41582,7464,7427155,37302012,
1989:Q4,Bottom50,1728735,1202539,826545,375994,526196,166828,7438,13334,12667,667,1566,460,1107,25012,44214,14162,41701,129600,40800,41541,1025789,1023811,632835,358983,748,31245,1978,702946,46640022,
1990:Q1,TopPt1,1833328,349393,162867,186526,1483935,135139,48158,270976,187861,83115,92202,84045,8157,278954,13437,1240,18434,20281,600200,4915,38340,37879,13041,17228,436,7174,461,1794988,101368,
1990:Q1,RemainingTop1,3052878,674249,508915,165334,2378630,390013,82855,246746,223048,23698,60589,45436,15153,557038,33084,14762,79740,166381,732489,14934,92986,91462,68169,6275,971,16046,1524,2959892,833054,
1990:Q1,Next9,8393566,2468898,2040190,428708,5924668,1139062,161387,401096,359270,41825,149966,68069,81896,780464,114044,169097,306593,1601118,1040334,61507,513507,508575,401192,61371,1518,44494,4932,7880059,8411167,
1990:Q1,Next40,9104375,4244243,3446893,797350,4860132,1168192,103608,144769,132556,12213,46682,22012,24670,365108,172562,153914,267846,1719683,602138,115629,1596045,1588615,1197230,347624,1576,42185,7430,7508330,37398240,
1990:Q1,Bottom50,1774536,1243185,854119,389065,531352,168064,7651,13475,12808,667,1805,631,1174,24459,44867,14128,41587,130479,41232,43605,1049509,1047559,655766,359822,957,31014,1949,725028,46759940,
1990:Q2,TopPt1,1876584,363046,174321,188725,1513538,133540,44290,279086,198023,81063,94012,84751,9261,295056,13236,864,17547,22875,608144,4888,36355,35911,12673,15551,359,7328,444,1840229,100394,
1990:Q2,RemainingTop1,3111075,692115,527516,164599,2418960,382287,80118,258296,231678,26618,66715,50312,16402,570906,32529,15988,80441,176244,740507,14929,97240,95763,70650,6980,779,17354,1477,3013835,836349,
1990:Q2,Next9,8512307,2505228,2079927,425300,6007079,1139018,156675,415368,371452,43916,150264,68554,81709,802576,117832,183590,312016,1615634,1052064,62041,536382,531398,421539,63049,1229,45582,4983,7975926,8434014,
1990:Q2,Next40,9236717,4280737,3466602,814135,4955980,1179627,100599,149790,135539,14250,46978,22020,24958,382192,176899,162577,269549,1768407,603193,116169,1615477,1608017,1219084,345575,1261,42096,7461,7621240,37494322,
1990:Q2,Bottom50,1774046,1236423,836795,399628,537623,169489,7272,13883,13151,731,1920,696,1224,26136,45625,14149,41943,131448,41640,44119,1072158,1070213,671971,367557,808,29877,1944,701889,46879757,
1990:Q3,TopPt1,1817912,358970,186662,172308,1458942,133503,50636,288218,212261,75957,97014,86609,10405,211394,12834,965,16246,25494,617680,4957,34066,33642,12148,13981,158,7354,424,1783847,99526,
1990:Q3,RemainingTop1,3053633,698303,531474,166830,2355330,375972,85338,271620,243024,28596,72854,55137,17718,473026,31592,16688,78687,185539,748940,15073,101843,100433,74011,7847,330,18245,1410,2951790,839548,
1990:Q3,Next9,8434213,2506496,2068294,438202,5927717,1141961,164840,433397,388469,44928,152708,71151,81557,671622,121048,182036,307535,1624627,1064697,63246,552662,547643,436855,65772,529,44486,5019,7881551,8456659,
1990:Q3,Next40,9319221,4326155,3494908,831247,4993066,1194804,103342,155372,139869,15503,47915,22638,25278,348843,180776,166572,259453,1813326,604344,118319,1632072,1624590,1236975,346472,534,40608,7482,7687149,37590314,
1990:Q3,Bottom50,1827913,1288955,881387,407568,538957,171537,7425,14305,13549,756,2065,786,1280,22817,46280,14075,40809,132253,42038,45354,1094712,1092776,687276,378230,366,26904,1936,733201,46999539,
1990:Q4,TopPt1,1903435,358615,196756,161859,1544820,137315,52578,304877,221347,83530,104265,92714,11551,261568,12484,869,15805,28082,621956,5022,31933,31480,11411,12314,178,7577,454,1871502,98758,
1990:Q4,RemainingTop1,3144838,700323,532383,167940,2444515,373667,87101,287304,250168,37136,77037,58008,19029,524685,30703,17617,81893,195125,754180,15203,109080,107545,78683,8734,363,19766,1535,3035757,842656,
1990:Q4,Next9,8581370,2494897,2049538,445360,6086472,1152958,167413,449253,397718,51535,163759,82618,81141,746040,124368,187326,323476,1635591,1071892,64395,566554,561338,446032,68124,587,46596,5216,8014816,8479123,
1990:Q4,Next40,9443222,4305460,3457663,847797,5137762,1219855,103569,163955,141653,22302,51395,25876,25520,384299,184742,172584,273314,1859985,603728,120336,1646042,1638444,1250728,345968,586,41162,7598,7797181,37686274,
1990:Q4,Bottom50,1877950,1326143,910056,416087,551807,175235,7344,14855,13831,1024,2279,952,1327,26270,46953,14042,42708,133119,42472,46532,1121194,1119232,702958,389251,423,26600,1962,756756,47119350,
1991:Q1,TopPt1,1987118,368645,207247,161398,1618473,136990,65604,292615,211061,81554,106163,93539,12624,336373,12162,917,15619,30665,616356,5009,29330,28903,10719,10120,313,7751,426,1957788,98089,
1991:Q1,RemainingTop1,3252156,709150,541756,167394,2543006,366521,97607,284987,242914,42073,83848,63639,20209,601457,29823,18379,86726,204732,753730,15196,115214,113778,83046,8981,627,21123,1436,3136942,845678,
1991:Q1,Next9,8739487,2504571,2059797,444774,6234916,1154717,183971,435441,380946,54495,163888,83901,79987,854887,127731,187651,346230,1646207,1069242,64951,574919,569693,455672,65173,1018,47831,5226,8164568,8501430,
1991:Q1,Next40,9575580,4299153,3432520,866633,5276427,1233904,109862,161673,135583,26090,51526,26023,25503,430602,188749,177141,295281,1906667,600095,120927,1642856,1635252,1263557,329534,1007,41154,7603,7932725,37782258,
1991:Q1,Bottom50,1898113,1333669,906083,427586,564444,177088,7825,14927,13777,1150,2391,1050,1341,30946,47633,13983,45617,133976,42984,47074,1133363,1131415,716698,388399,763,25555,1947,764750,47239255,
1991:Q2,TopPt1,1981299,371940,218693,153247,1609360,128824,59984,299800,220889,78911,105671,91882,13789,332423,12101,870,14837,33230,616603,5016,27249,26859,10392,8447,97,7923,390,1954050,97514,
1991:Q2,RemainingTop1,3267624,719733,552026,167706,2547892,350248,93386,297794,250371,47424,92944,71413,21530,591156,29371,19256,88021,214622,755882,15211,119304,118003,85782,9572,184,22465,1301,3148320,848617,
1991:Q2,Next9,8755527,2514664,2067157,447506,6240864,1138833,176980,448052,390577,57474,158814,79636,79179,844678,131792,191348,354642,1658789,1071318,65615,595590,590384,475441,65679,305,48959,5206,8159937,8523600,
1991:Q2,Next40,9665583,4326022,3445590,880432,5339561,1226727,105911,167678,137431,30247,50114,24481,25633,438396,193326,182713,300139,1955064,597713,121780,1658147,1650555,1285439,323747,295,41073,7592,8007436,37878323,
1991:Q2,Bottom50,1921290,1354151,919344,434806,567140,175387,7354,15365,14079,1286,2492,1116,1376,31696,48439,13944,46370,134895,43462,47734,1154035,1152109,733596,393861,243,24410,1926,767255,47359319,
1991:Q3,TopPt1,2008615,366238,230575,135663,1642376,125042,59096,297305,230071,67235,108849,93970,14879,371201,11565,859,14407,35809,613216,5027,25840,25485,10117,7002,82,8284,355,1982774,97029,
1991:Q3,RemainingTop1,3320520,723546,553901,169645,2596973,338578,92816,304233,257056,47177,99758,77046,22712,626615,28043,20094,91509,224473,755629,15226,122544,121379,86677,10130,148,24424,1165,3197975,851478,
1991:Q3,Next9,8837114,2508457,2048450,460006,6328657,1132132,175825,455276,398729,56546,161549,83894,77655,897231,134506,193842,372175,1670536,1069300,66286,617312,612126,491724,66864,249,53288,5187,8219802,8545657,
1991:Q3,Next40,9812565,4371270,3474951,896318,5441295,1230769,104478,168087,138732,29355,50945,25438,25507,466603,196816,187939,315867,2003121,594023,122646,1665143,1657564,1294104,320170,237,43053,7580,8147422,37974525,
1991:Q3,Bottom50,1979384,1404354,962512,441842,575029,175561,7117,15563,14357,1206,2635,1259,1376,34595,49003,13900,48482,135790,43980,48403,1158292,1156387,731880,398335,209,25964,1905,821091,47479607,
1991:Q4,TopPt1,2117215,370852,243997,126855,1746363,125123,60102,293111,233534,59576,115529,99753,15777,478219,11301,827,14101,38394,604567,5089,24669,24339,9887,5629,160,8664,330,2092546,96631,
1991:Q4,RemainingTop1,3449183,732684,562879,169806,2716499,331028,93720,309162,259418,49744,102817,79255,23562,733953,27166,20959,95831,234435,752108,15319,127353,126289,88599,10973,279,26438,1063,3321830,854267,
1991:Q4,Next9,9048217,2519991,2057604,462387,6528225,1133704,177035,456661,399151,57509,172864,98066,74798,1047908,137955,197115,393250,1682787,1061640,67306,645244,640049,511978,69716,476,57879,5195,8402973,8567622,
1991:Q4,Next40,9983268,4391116,3481427,909689,5592152,1244962,104066,168706,137740,30966,54170,29290,24880,525266,200907,193417,335877,2051816,588613,124351,1688093,1680509,1313649,321207,445,45209,7584,8295175,38070921,
1991:Q4,Bottom50,2022591,1433389,984678,448710,589202,177430,6975,15766,14536,1230,2792,1485,1307,40852,49699,13861,51119,136703,44557,49448,1181869,1179979,743767,408056,420,27735,1890,840721,47600183,
1992:Q1,TopPt1,2101306,381302,256687,124615,1720005,105750,66202,301722,246757,54965,110517,93791,16725,464594,11076,878,13066,40856,600190,5155,23124,22813,9981,3877,193,8763,311,2078182,96317,
1992:Q1,RemainingTop1,3454597,746076,577362,168713,2708521,300878,98725,323888,268433,55455,117594,93116,24478,711708,26330,21723,95656,246190,750417,15412,127600,126613,87712,11075,319,27506,987,3326997,856986,
1992:Q1,Next9,9036632,2541236,2082791,458445,6495396,1090958,184783,471642,411197,60445,154723,82643,72081,1022008,141493,197480,396055,1710586,1057327,68341,667954,662729,537194,67446,553,57535,5226,8368678,8589518,
1992:Q1,Next40,10036781,4412702,3489189,923512,5624079,1205457,106453,175267,139956,35311,48618,24303,24314,529247,205077,198023,333741,2112056,584052,126087,1689415,1681813,1330008,307131,506,44169,7602,8347366,38167568,
1992:Q1,Bottom50,2031948,1445435,988516,456919,586513,170327,7088,16221,14858,1363,2757,1511,1246,41193,50411,13809,50996,138087,45115,50509,1174934,1173055,743380,403825,518,25332,1880,857014,47721112,
1992:Q2,TopPt1,2089568,387794,268081,119713,1701773,101304,61494,292399,245023,47377,111509,93820,17689,466397,10536,804,12274,40540,599275,5240,21907,21611,9913,2377,253,9067,297,2067660,96082,
1992:Q2,RemainingTop1,3438392,758050,589941,168108,2680343,287564,94891,326120,266836,59284,127246,101847,25399,705127,24894,22649,97039,229133,750148,15531,129956,129031,87772,11618,397,29244,926,3308436,859640,
1992:Q2,Next9,9111528,2556345,2097815,458530,6555183,1081485,178456,466651,404594,62057,151886,82612,69274,1017640,144116,202384,405374,1782054,1055644,69491,692737,687468,557660,68448,700,60660,5269,8418791,8611367,
1992:Q2,Next40,10135107,4442163,3501873,940290,5692944,1206412,102792,174910,136948,37962,47554,23831,23723,540086,208510,204033,339385,2161048,580112,128101,1699000,1691373,1342955,302417,625,45376,7627,8436107,38264522,
1992:Q2,Bottom50,2050756,1456922,990343,466579,593833,169981,6647,16380,14957,1422,2846,1664,1182,42287,50959,13781,51842,141759,45656,51696,1178842,1176970,742943,407472,698,25857,1872,871914,47842460,
1992:Q3,TopPt1,2115642,377931,280830,97101,1737711,99743,59567,294620,258788,35832,110765,92090,18675,499295,10602,768,11750,40263,605003,5334,20155,19868,9583,862,157,9266,287,2095487,95923,9338395
1992:Q3,RemainingTop1,3465641,760861,590420,170441,2704780,277361,93241,334710,275706,59005,139817,113483,26333,730914,24539,23530,100167,211845,752997,15658,134900,134019,90720,12457,226,30615,881,3330741,862235,2655226
1992:Q3,Next9,9244779,2551905,2077357,474548,6692874,1078344,175609,477286,416137,61148,144239,77826,66413,1057532,148459,205977,421946,1853177,1059618,70686,713258,707930,575005,70660,412,61853,5327,8531522,8633192,564411
1992:Q3,Next40,10305248,4509448,3552909,956539,5795800,1215168,100619,175825,138837,36988,45000,21881,23119,564764,213348,209662,353820,2209766,577609,130220,1716920,1709260,1362534,301046,355,45326,7660,8588328,38361841,79256
1992:Q3,Bottom50,2141134,1535566,1062471,473095,605567,170933,6344,16611,15274,1337,2920,1804,1116,44917,51817,13747,53776,145429,46143,52932,1201990,1200123,758035,416908,443,24736,1868,939143,47964291,
1992:Q4,TopPt1,2245338,382576,280277,102299,1862762,110213,54721,305188,264487,40702,139278,120721,18557,587489,11885,677,12375,37322,598091,5522,20946,20633,10121,891,220,9401,314,2224391,95837,
1992:Q4,RemainingTop1,3603974,763077,591685,171392,2840897,287098,91926,334874,274004,60870,126255,100231,26024,853631,27807,23499,106050,205676,767942,16138,137262,136300,93639,12311,327,30023,962,3466712,864774,
1992:Q4,Next9,9433653,2566848,2089956,476892,6866805,1080114,170577,466304,402393,63911,134639,70019,64620,1179464,145944,221278,427035,1929320,1041436,70694,712348,707152,576320,71267,569,58996,5196,8721305,8655017,
1992:Q4,Next40,10459979,4556904,3597709,959194,5903076,1223847,96876,176034,139440,36594,43119,20127,22992,600803,218087,215211,368219,2253336,575426,132118,1737740,1730007,1375201,308567,546,45693,7733,8722239,38459595,
1992:Q4,Bottom50,2201717,1576266,1092575,483691,625451,172757,6163,17355,16031,1323,3063,1808,1256,49854,53618,13790,60415,146564,47370,54503,1248278,1246372,785621,431733,648,28370,1905,953440,48086684,
1993:Q1,TopPt1,2355328,409286,276124,133161,1946043,107483,56075,323252,270126,53126,168897,150425,18472,613281,13122,755,13349,34618,609518,5691,21384,21040,10577,420,359,9684,344,2333944,95821,
1993:Q1,RemainingTop1,3690734,776043,608507,167536,2914691,281410,95778,342796,272289,70507,110019,84280,25739,910094,30995,23247,114116,196900,792757,16580,138696,137641,95853,11331,557,29901,1055,3552038,867260,
1993:Q1,Next9,9548576,2605461,2153623,451837,6943115,1051295,173764,459966,389006,70960,138447,75545,62902,1211097,143259,230428,441565,1983289,1039480,70523,702295,697222,572089,65583,914,58636,5073,8846281,8676879,
1993:Q1,Next40,10505887,4549029,3590895,958134,5956859,1195337,96651,182886,139998,42887,45154,22253,22901,609494,222726,218902,393647,2280778,577682,133601,1730622,1722811,1376127,298005,983,47696,7812,8775265,38557911,
1993:Q1,Bottom50,2173811,1536901,1040955,495946,636910,168377,6299,18337,16761,1576,3306,1903,1403,51733,55400,13808,68306,147028,48424,55893,1269189,1267244,800059,431923,1103,34160,1945,904622,48209775,
1993:Q2,TopPt1,2407073,406947,271551,135396,2000126,113221,52863,325905,262480,63426,195875,177480,18395,624896,14486,823,13874,31947,620386,5849,21886,21512,11094,266,322,9829,374,2385187,95875,
1993:Q2,RemainingTop1,3745173,778690,609459,169231,2966483,285440,95726,338479,261928,76551,96586,71145,25441,951040,34414,23013,119265,188097,817430,16996,141259,140110,99357,10966,511,29276,1149,3603915,869698,
1993:Q2,Next9,9599252,2616575,2157176,459399,6982677,1041481,170752,438214,362589,75625,141202,80063,61140,1221830,140898,240004,444655,2037486,1035928,70226,699419,694470,573803,64206,798,55662,4949,8899833,8698818,
1993:Q2,Next40,10627387,4624488,3659916,964572,6002899,1190075,93767,182333,136317,46015,46822,24024,22798,611952,227664,222752,404853,2308413,579470,134797,1748590,1740699,1391810,299907,954,48028,7891,8878798,38656929,
1993:Q2,Bottom50,2238795,1589832,1081986,507847,648963,167881,6196,18864,17157,1707,3545,1996,1550,52903,57252,13830,74328,147501,49505,57158,1316429,1314444,832282,443317,1032,37813,1985,922366,48333713,
1993:Q3,TopPt1,2491431,402241,267827,134414,2089190,120762,51264,337582,262871,74711,214339,196011,18328,662184,15917,813,14483,29294,636510,6042,22606,22201,11416,236,367,10182,405,2468825,95998,
1993:Q3,RemainingTop1,3843708,778623,607104,171519,3065085,291442,97007,339549,256932,82617,90319,65186,25133,1019260,37949,22882,124881,179394,844933,17468,146332,145088,104274,10877,600,29337,1244,3697376,872090,
1993:Q3,Next9,9689835,2620763,2150767,469996,7069072,1035337,169845,425509,345514,79995,128822,69477,59345,1268914,138678,252542,450057,2092988,1036209,70171,697260,692437,570601,64652,886,56298,4823,8992575,8720874,
1993:Q3,Next40,10783721,4714438,3743283,971155,6069282,1189386,91774,184246,135114,49132,43955,21266,22689,625225,232754,227532,418572,2337038,582217,136584,1771993,1764022,1405049,307093,1183,50698,7971,9011728,38756791,
1993:Q3,Bottom50,2309662,1646021,1127038,518983,663641,168154,6174,19500,17659,1841,3670,1973,1697,55314,59142,13867,80574,148016,50537,58693,1374759,1372733,867192,459809,1227,44506,2026,934903,48458647,
1993:Q4,TopPt1,2605927,408858,264968,143890,2197069,126371,52928,365828,270821,95007,233537,215263,18275,702455,17375,987,14935,26683,649785,6186,23703,23267,11893,522,364,10487,436,2582224,96187,
1993:Q4,RemainingTop1,3959137,784138,611974,172164,3174999,295062,101095,352875,256928,95947,82859,58036,24823,1090395,41523,22517,129404,170324,871098,17845,149940,148599,107681,11106,612,29201,1340,3809197,874440,
1993:Q4,Next9,9799143,2642420,2170002,472418,7156723,1024349,173323,422569,336258,86312,122495,64953,57542,1319606,136480,258234,451398,2145870,1032711,69688,699334,694637,569516,68356,852,55913,4696,9099810,8743087,
1993:Q4,Next40,10921829,4788884,3808329,980555,6132946,1182874,91615,195733,136343,59390,42856,20272,22583,639513,237899,230253,427171,2363757,583916,137359,1801757,1793706,1415859,323854,1270,52723,8051,9120072,38857636,
1993:Q4,Bottom50,2361645,1684690,1151470,533221,676955,167458,6322,20611,18342,2270,3839,1992,1847,57852,61048,13877,86091,148451,51627,59779,1430779,1428712,894727,482330,1272,50383,2067,930867,48584728,
1994:Q1,TopPt1,2668283,423779,259253,164526,2244504,130183,55745,414675,308433,106242,251555,233306,18250,656518,18441,1189,15202,24077,670549,6370,23976,23506,12179,166,489,10672,470,2644307,96441,
1994:Q1,RemainingTop1,3996265,795474,625021,170452,3200791,296449,106175,374892,274915,99977,76087,51553,24534,1067350,44353,22120,132635,161345,901099,18287,153585,152142,112187,10482,862,28612,1443,3842680,876751,
1994:Q1,Next9,9815465,2675666,2215257,460409,7139799,1008863,178295,441471,352315,89156,116836,61039,55798,1245924,133079,262887,447892,2199994,1035073,69484,686206,681634,562602,64721,1116,53195,4573,9129258,8765496,
1994:Q1,Next40,10988648,4837678,3852954,984724,6150971,1170945,92041,207259,146681,60578,41940,19431,22509,616961,242102,232679,429767,2391413,587049,138815,1804043,1795908,1421502,319265,1871,53270,8135,9184605,38959605,
1994:Q1,Bottom50,2360788,1675931,1129884,546047,684858,165859,6528,22198,19865,2332,4017,2014,2003,56139,62749,13884,90756,148927,52627,61175,1469018,1466909,921483,489241,1789,54395,2109,891771,48712105,
1994:Q2,TopPt1,2730420,427408,254109,173299,2303012,131637,53510,458662,338972,119690,265470,247247,18224,632906,19609,1500,15828,21491,695863,6536,25134,24630,12778,350,625,10877,505,2705286,96760,
1994:Q2,RemainingTop1,4046609,802265,631080,171185,3244344,294960,106860,392270,287078,105192,71547,47326,24221,1067483,47349,21585,138117,152148,933338,18688,156245,154695,114970,10507,1162,28057,1549,3890365,879027,
1994:Q2,Next9,9832427,2697374,2234647,462727,7135053,987677,176417,451242,359152,92090,106586,52612,53975,1203656,129902,263398,453772,2252797,1040511,69095,687787,683336,564247,67029,1390,50671,4450,9144641,8788141,
1994:Q2,Next40,11094171,4919522,3926286,993237,6174649,1152115,89603,217129,154204,62926,39624,17215,22409,603588,246523,233845,443417,2418111,590855,139838,1831332,1823111,1434392,332129,2629,53962,8221,9262839,39062839,
1994:Q2,Bottom50,2396785,1703507,1144341,559166,693277,163106,6469,23608,21163,2445,4151,1993,2158,55481,64502,13875,96775,149361,53569,62380,1520472,1518320,948729,508567,2401,58623,2152,876313,48840928,
1994:Q3,TopPt1,2808420,421587,248478,173109,2386832,139731,55425,484628,355753,128876,279273,261065,18207,646745,22053,1671,16673,18891,714982,6761,26186,25647,13343,613,645,11046,539,2782234,97141,
1994:Q3,RemainingTop1,4127389,799390,625725,173665,3327999,300999,111140,397149,290932,106217,66812,42911,23901,1108124,52683,21236,144959,143161,962552,19185,159038,157384,118146,10659,1241,27337,1654,3968351,881271,
1994:Q3,Next9,9897267,2694069,2219330,474739,7203199,980861,180081,448016,353991,94025,98584,46458,52126,1214748,130348,269265,465329,2307847,1039004,69117,688380,684056,565046,70327,1374,47309,4324,9208888,8811063,
1994:Q3,Next40,11244055,5005558,4002071,1003487,6238497,1150973,89434,218471,157595,60876,37958,15652,22306,606207,253931,236680,463676,2446491,592814,141863,1860768,1852462,1447479,347905,2936,54142,8306,9383287,39167480,
1994:Q3,Bottom50,2477908,1769551,1198037,571514,708357,163320,6625,24496,22119,2378,4300,1987,2313,56660,66923,13892,103613,149867,54620,64039,1575004,1572809,977530,530449,2594,62235,2195,902904,48971346,
1994:Q4,TopPt1,2905256,422114,243880,178234,2483142,147286,60182,549651,400505,149146,292680,274518,18163,633881,23119,2043,16706,16315,734317,6961,27953,27378,13981,1180,777,11441,575,2877302,97583,
1994:Q4,RemainingTop1,4195173,798906,624003,174902,3396267,306228,117862,423811,308344,115467,62111,38593,23518,1118608,55433,20628,146367,133677,991914,19629,162626,160866,120748,11152,1584,27382,1760,4032547,883486,
1994:Q4,Next9,9911463,2695474,2216554,478920,7215990,972271,187444,463324,366202,97122,91640,41558,50082,1186961,126714,267379,455528,2359309,1036520,68899,697718,693522,567132,76851,1600,47940,4197,9213745,8834299,
1994:Q4,Next40,11316362,5045304,4035533,1009771,6271058,1147757,90731,235450,168021,67429,36567,14442,22125,597131,258056,237111,458262,2472220,594448,143324,1902699,1894307,1460472,373083,3887,56865,8392,9413664,39273666,
1994:Q4,Bottom50,2542493,1824136,1241827,582309,718358,163191,6926,26407,23737,2670,4446,1988,2458,56485,68618,13875,107014,150260,55686,65450,1637621,1635382,1004109,558902,3288,69083,2239,904872,49103509,
1995:Q1,TopPt1,3008523,424744,237434,187311,2583779,158514,64870,550672,389907,160765,306730,288554,18176,687501,24984,2156,17856,13672,749568,7255,28316,27701,14386,915,831,11569,615,2980207,98085,
1995:Q1,RemainingTop1,4314685,800222,624452,175770,3514463,315460,124476,415146,297992,117153,57267,34065,23203,1202259,59623,20366,155040,125147,1019449,20230,165135,163255,124463,10573,1777,26442,1880,4149551,885676,
1995:Q1,Next9,10041486,2700739,2218780,481958,7340747,971108,194575,441128,342220,98907,86890,38655,48235,1253809,125302,275630,474734,2419140,1029067,69363,684578,680500,561362,74043,1632,43463,4079,9356908,8857891,
1995:Q1,Next40,11450736,5085071,4065162,1019909,6365665,1153764,91878,230099,164165,65934,35851,13813,22038,616531,264028,240735,487356,2504189,594799,146435,1905720,1897235,1465045,371276,4533,56381,8485,9545016,39381540,
1995:Q1,Bottom50,2602832,1865123,1269374,595749,737709,164617,7218,26674,24045,2630,4625,2006,2620,59607,70727,13907,114965,150920,56844,67604,1672828,1670544,1027180,567739,3704,71920,2285,930003,49237566,
1995:Q2,TopPt1,3109699,411608,231462,180146,2698091,172149,71885,551636,387640,163996,318933,300736,18197,747581,27252,2039,18976,13119,766965,7556,29272,28616,14771,1084,954,11807,656,3080426,98646,
1995:Q2,RemainingTop1,4458484,792449,613361,179088,3666035,327178,133005,403746,291699,112047,53225,30345,22880,1292279,64508,20406,163416,139344,1048096,20833,170157,168153,129408,10712,2179,25854,2004,4288327,887844,
1995:Q2,Next9,10107888,2674726,2177859,496867,7433162,974396,204556,424350,324342,100008,80878,34520,46358,1328622,124946,293014,492855,2417308,1022413,69823,680155,676193,556902,76668,1793,40830,3962,9427733,8881879,
1995:Q2,Next40,11667022,5159486,4134607,1024878,6507536,1165359,94104,219309,162290,57019,34741,12796,21945,638149,270897,247239,515048,2577855,595284,149551,1933079,1924500,1476573,385108,5738,57081,8579,9733943,39491242,
1995:Q2,Bottom50,2715458,1954371,1351019,603352,761086,166993,7622,26750,24469,2281,4791,2008,2782,63006,73039,13984,122729,154417,57991,69764,1733843,1731511,1061182,589554,4497,76278,2332,981614,49373668,
1995:Q3,TopPt1,3252629,401406,222558,178847,2851223,179901,74821,579739,397780,181959,330065,311837,18229,823190,28772,2084,20409,12570,792009,7663,30810,30111,15388,1420,1050,12253,699,3221820,99263,13487267
1995:Q3,RemainingTop1,4616525,772912,591657,181255,3843613,331954,138026,408906,291481,117425,49608,27053,22555,1398364,67971,20236,173737,153511,1080213,21086,174385,172255,132785,10933,2565,25972,2130,4442140,889994,2739237
1995:Q3,Next9,10148677,2613118,2107813,505304,7535559,964256,209158,416217,314149,102068,74641,30175,44466,1423926,122330,304172,518678,2411821,1021607,68753,686529,682685,558245,80680,1872,41888,3844,9462148,8906301,623978
1995:Q3,Next40,11752445,5099364,4070833,1028532,6653080,1160553,94143,222898,163596,59302,33554,11699,21855,665624,275967,251813,551873,2650578,597077,149000,1970356,1961681,1491502,403113,6962,60104,8675,9782088,39602912,82890
1995:Q3,Bottom50,2813374,2031361,1420276,611085,782013,166616,7817,27612,25210,2402,4953,2005,2948,67116,74956,14033,131738,157869,59018,70287,1797051,1794672,1092418,613452,5249,83552,2380,1016323,49511963,
1995:Q4,TopPt1,3359082,403808,225923,177885,2955274,179552,76687,590756,388895,201861,334025,316813,17213,903911,27977,2107,22159,13800,796565,7734,34279,33598,15981,2097,1542,13978,682,3324803,99935,
1995:Q4,RemainingTop1,4742431,789087,607314,181773,3953344,331994,143426,423884,292626,131258,53253,30550,22703,1468022,66518,21728,184049,162046,1077228,21196,181099,178988,136904,11858,3410,26815,2111,4561332,892130,
1995:Q4,Next9,10437319,2654254,2141837,512417,7783065,962456,219643,420731,312832,107899,83857,40286,43571,1549035,128230,310040,532374,2456804,1049938,69957,707624,703628,565938,91133,2766,43791,3996,9729695,8931183,
1995:Q4,Next40,11986992,5147872,4103958,1043914,6839120,1178893,102042,237567,161725,75841,36037,14190,21847,723997,282227,253167,591116,2672459,610886,150729,2015854,2007090,1512328,426273,9924,58565,8764,9971138,39716621,
